data,label
"[2013, 43, 1, 22, 1]",7
"[2013, 43, 1, 23, 1]",2
"[2013, 43, 2, 0, 1]",0
"[2013, 43, 2, 1, 1]",0
"[2013, 43, 2, 2, 1]",1
"[2013, 43, 2, 3, 1]",1
"[2013, 43, 2, 4, 1]",0
"[2013, 43, 2, 5, 1]",2
"[2013, 43, 2, 6, 1]",20
"[2013, 43, 2, 7, 2]",72
"[2013, 43, 2, 8, 2]",116
"[2013, 43, 2, 9, 1]",58
"[2013, 43, 2, 10, 1]",15
"[2013, 43, 2, 11, 1]",29
"[2013, 43, 2, 12, 1]",32
"[2013, 43, 2, 13, 1]",10
"[2013, 43, 2, 14, 1]",15
"[2013, 43, 2, 15, 1]",17
"[2013, 43, 2, 16, 1]",58
"[2013, 43, 2, 17, 1]",151
"[2013, 43, 2, 18, 1]",131
"[2013, 43, 2, 19, 1]",85
"[2013, 43, 2, 20, 1]",36
"[2013, 43, 2, 21, 1]",15
"[2013, 43, 2, 22, 1]",12
"[2013, 43, 2, 23, 1]",8
"[2013, 43, 3, 0, 1]",2
"[2013, 43, 3, 1, 1]",0
"[2013, 43, 3, 2, 2]",1
"[2013, 43, 3, 3, 1]",1
"[2013, 43, 3, 4, 2]",0
"[2013, 43, 3, 5, 2]",4
"[2013, 43, 3, 6, 2]",21
"[2013, 43, 3, 7, 2]",84
"[2013, 43, 3, 8, 2]",119
"[2013, 43, 3, 9, 2]",59
"[2013, 43, 3, 10, 1]",25
"[2013, 43, 3, 11, 2]",14
"[2013, 43, 3, 12, 1]",37
"[2013, 43, 3, 13, 1]",20
"[2013, 43, 3, 14, 1]",30
"[2013, 43, 3, 15, 2]",33
"[2013, 43, 3, 16, 1]",37
"[2013, 43, 3, 17, 1]",172
"[2013, 43, 3, 18, 1]",179
"[2013, 43, 3, 19, 2]",35
"[2013, 43, 3, 20, 2]",20
"[2013, 43, 3, 21, 2]",12
"[2013, 43, 3, 22, 2]",10
"[2013, 43, 3, 23, 2]",10
"[2013, 43, 4, 0, 1]",3
"[2013, 43, 4, 1, 1]",4
"[2013, 43, 4, 2, 1]",0
"[2013, 43, 4, 3, 1]",6
"[2013, 43, 4, 4, 1]",0
"[2013, 43, 4, 5, 1]",2
"[2013, 43, 4, 6, 1]",26
"[2013, 43, 4, 7, 1]",66
"[2013, 43, 4, 8, 2]",105
"[2013, 43, 4, 9, 1]",63
"[2013, 43, 4, 10, 2]",50
"[2013, 43, 4, 11, 2]",20
"[2013, 43, 4, 12, 2]",22
"[2013, 43, 4, 13, 1]",9
"[2013, 43, 4, 14, 1]",14
"[2013, 43, 4, 15, 2]",35
"[2013, 43, 4, 16, 1]",36
"[2013, 43, 4, 17, 2]",123
"[2013, 43, 4, 18, 1]",110
"[2013, 43, 4, 19, 2]",33
"[2013, 43, 4, 20, 2]",18
"[2013, 43, 4, 21, 2]",24
"[2013, 43, 4, 22, 2]",8
"[2013, 43, 4, 23, 2]",10
"[2013, 43, 5, 0, 2]",4
"[2013, 43, 5, 1, 2]",2
"[2013, 43, 5, 2, 2]",5
"[2013, 43, 5, 3, 2]",0
"[2013, 43, 5, 4, 2]",1
"[2013, 43, 5, 5, 2]",5
"[2013, 43, 5, 6, 2]",16
"[2013, 43, 5, 7, 2]",62
"[2013, 43, 5, 8, 2]",69
"[2013, 43, 5, 9, 2]",36
"[2013, 43, 5, 10, 2]",13
"[2013, 43, 5, 11, 2]",10
"[2013, 43, 5, 12, 3]",23
"[2013, 43, 5, 13, 3]",37
"[2013, 43, 5, 14, 3]",21
"[2013, 43, 5, 15, 3]",35
"[2013, 43, 5, 16, 3]",50
"[2013, 43, 5, 17, 3]",174
"[2013, 43, 5, 18, 3]",95
"[2013, 43, 5, 19, 3]",46
"[2013, 43, 5, 20, 3]",33
"[2013, 43, 5, 21, 3]",39
"[2013, 43, 5, 22, 3]",18
"[2013, 43, 5, 23, 3]",9
"[2013, 43, 6, 0, 3]",14
"[2013, 43, 6, 1, 3]",2
"[2013, 43, 6, 2, 3]",5
"[2013, 43, 6, 3, 3]",0
"[2013, 43, 6, 4, 1]",0
"[2013, 43, 6, 5, 1]",2
"[2013, 43, 6, 6, 1]",1
"[2013, 43, 6, 7, 1]",6
"[2013, 43, 6, 8, 1]",13
"[2013, 43, 6, 9, 1]",10
"[2013, 43, 6, 10, 1]",12
"[2013, 43, 6, 11, 2]",16
"[2013, 43, 6, 12, 1]",11
"[2013, 43, 6, 13, 2]",24
"[2013, 43, 6, 14, 2]",18
"[2013, 43, 6, 15, 1]",35
"[2013, 43, 6, 16, 1]",23
"[2013, 43, 6, 17, 1]",30
"[2013, 43, 6, 18, 1]",23
"[2013, 43, 6, 19, 1]",23
"[2013, 43, 6, 20, 1]",7
"[2013, 43, 6, 21, 3]",4
"[2013, 43, 6, 22, 3]",6
"[2013, 43, 6, 23, 3]",5
"[2013, 44, 0, 0, 1]",3
"[2013, 44, 0, 1, 3]",8
"[2013, 44, 0, 2, 3]",0
"[2013, 44, 0, 3, 3]",2
"[2013, 44, 0, 4, 1]",0
"[2013, 44, 0, 5, 1]",0
"[2013, 44, 0, 6, 1]",0
"[2013, 44, 0, 7, 1]",0
"[2013, 44, 0, 8, 1]",7
"[2013, 44, 0, 9, 1]",4
"[2013, 44, 0, 10, 1]",2
"[2013, 44, 0, 11, 1]",8
"[2013, 44, 0, 12, 1]",10
"[2013, 44, 0, 13, 1]",17
"[2013, 44, 0, 14, 1]",10
"[2013, 44, 0, 15, 1]",21
"[2013, 44, 0, 16, 1]",18
"[2013, 44, 0, 17, 1]",23
"[2013, 44, 0, 18, 1]",12
"[2013, 44, 0, 19, 1]",9
"[2013, 44, 0, 20, 1]",8
"[2013, 44, 0, 21, 1]",5
"[2013, 44, 0, 22, 1]",2
"[2013, 44, 0, 23, 1]",2
"[2013, 44, 1, 0, 1]",0
"[2013, 44, 1, 1, 1]",0
"[2013, 44, 1, 2, 1]",0
"[2013, 44, 1, 3, 1]",0
"[2013, 44, 1, 4, 1]",0
"[2013, 44, 1, 5, 1]",4
"[2013, 44, 1, 6, 1]",20
"[2013, 44, 1, 7, 1]",54
"[2013, 44, 1, 8, 1]",93
"[2013, 44, 1, 9, 1]",62
"[2013, 44, 1, 10, 1]",33
"[2013, 44, 1, 11, 1]",11
"[2013, 44, 1, 12, 1]",18
"[2013, 44, 1, 13, 1]",17
"[2013, 44, 1, 14, 1]",12
"[2013, 44, 1, 15, 1]",18
"[2013, 44, 1, 16, 1]",28
"[2013, 44, 1, 17, 1]",77
"[2013, 44, 1, 18, 1]",86
"[2013, 44, 1, 19, 1]",115
"[2013, 44, 1, 20, 1]",36
"[2013, 44, 1, 21, 1]",11
"[2013, 44, 1, 22, 1]",4
"[2013, 44, 1, 23, 1]",5
"[2013, 44, 2, 0, 1]",2
"[2013, 44, 2, 1, 1]",0
"[2013, 44, 2, 2, 1]",0
"[2013, 44, 2, 3, 1]",0
"[2013, 44, 2, 4, 2]",0
"[2013, 44, 2, 5, 2]",5
"[2013, 44, 2, 6, 2]",26
"[2013, 44, 2, 7, 2]",56
"[2013, 44, 2, 8, 2]",128
"[2013, 44, 2, 9, 2]",73
"[2013, 44, 2, 10, 2]",30
"[2013, 44, 2, 11, 2]",23
"[2013, 44, 2, 12, 2]",17
"[2013, 44, 2, 13, 2]",20
"[2013, 44, 2, 14, 1]",18
"[2013, 44, 2, 15, 1]",27
"[2013, 44, 2, 16, 1]",55
"[2013, 44, 2, 17, 1]",170
"[2013, 44, 2, 18, 1]",143
"[2013, 44, 2, 19, 1]",59
"[2013, 44, 2, 20, 1]",17
"[2013, 44, 2, 21, 1]",21
"[2013, 44, 2, 22, 1]",19
"[2013, 44, 2, 23, 1]",7
"[2013, 44, 3, 0, 1]",2
"[2013, 44, 3, 1, 2]",2
"[2013, 44, 3, 2, 2]",0
"[2013, 44, 3, 3, 1]",0
"[2013, 44, 3, 4, 2]",0
"[2013, 44, 3, 5, 1]",9
"[2013, 44, 3, 6, 2]",37
"[2013, 44, 3, 7, 1]",71
"[2013, 44, 3, 8, 2]",119
"[2013, 44, 3, 9, 1]",52
"[2013, 44, 3, 10, 1]",22
"[2013, 44, 3, 11, 1]",16
"[2013, 44, 3, 12, 1]",20
"[2013, 44, 3, 13, 1]",13
"[2013, 44, 3, 14, 1]",9
"[2013, 44, 3, 15, 1]",22
"[2013, 44, 3, 16, 1]",41
"[2013, 44, 3, 17, 1]",87
"[2013, 44, 3, 18, 1]",159
"[2013, 44, 3, 19, 1]",78
"[2013, 44, 3, 20, 1]",33
"[2013, 44, 3, 21, 1]",27
"[2013, 44, 3, 22, 1]",11
"[2013, 44, 3, 23, 1]",16
"[2013, 44, 4, 0, 1]",2
"[2013, 44, 4, 1, 1]",4
"[2013, 44, 4, 2, 1]",0
"[2013, 44, 4, 3, 1]",0
"[2013, 44, 4, 4, 1]",0
"[2013, 44, 4, 5, 1]",3
"[2013, 44, 4, 6, 1]",39
"[2013, 44, 4, 7, 1]",77
"[2013, 44, 4, 8, 1]",120
"[2013, 44, 4, 9, 2]",67
"[2013, 44, 4, 10, 1]",23
"[2013, 44, 4, 11, 1]",1
"[2013, 44, 4, 12, 1]",8
"[2013, 44, 4, 13, 1]",8
"[2013, 44, 4, 14, 1]",2
"[2013, 44, 4, 15, 2]",10
"[2013, 44, 4, 16, 3]",26
"[2013, 44, 4, 17, 3]",87
"[2013, 44, 4, 18, 3]",62
"[2013, 44, 4, 19, 2]",75
"[2013, 44, 4, 20, 4]",44
"[2013, 44, 4, 21, 3]",7
"[2013, 44, 4, 22, 1]",33
"[2013, 44, 4, 23, 1]",22
"[2013, 44, 5, 0, 1]",6
"[2013, 44, 5, 1, 1]",2
"[2013, 44, 5, 2, 1]",0
"[2013, 44, 5, 3, 1]",0
"[2013, 44, 5, 4, 1]",0
"[2013, 44, 5, 5, 1]",7
"[2013, 44, 5, 6, 1]",38
"[2013, 44, 5, 7, 1]",71
"[2013, 44, 5, 8, 1]",84
"[2013, 44, 5, 9, 1]",95
"[2013, 44, 5, 10, 1]",16
"[2013, 44, 5, 11, 1]",13
"[2013, 44, 5, 12, 1]",4
"[2013, 44, 5, 13, 1]",14
"[2013, 44, 5, 14, 1]",33
"[2013, 44, 5, 15, 1]",18
"[2013, 44, 5, 16, 1]",45
"[2013, 44, 5, 17, 1]",94
"[2013, 44, 5, 18, 1]",122
"[2013, 44, 5, 19, 1]",70
"[2013, 44, 5, 20, 1]",13
"[2013, 44, 5, 21, 1]",8
"[2013, 44, 5, 22, 1]",16
"[2013, 44, 5, 23, 1]",7
"[2013, 44, 6, 0, 1]",0
"[2013, 44, 6, 1, 1]",0
"[2013, 44, 6, 2, 1]",0
"[2013, 44, 6, 3, 1]",0
"[2013, 44, 6, 4, 1]",2
"[2013, 44, 6, 5, 1]",0
"[2013, 44, 6, 6, 1]",4
"[2013, 44, 6, 7, 1]",3
"[2013, 44, 6, 8, 1]",11
"[2013, 44, 6, 9, 1]",6
"[2013, 44, 6, 10, 1]",10
"[2013, 44, 6, 11, 1]",15
"[2013, 44, 6, 12, 1]",9
"[2013, 44, 6, 13, 1]",9
"[2013, 44, 6, 14, 1]",13
"[2013, 44, 6, 15, 1]",13
"[2013, 44, 6, 16, 1]",11
"[2013, 44, 6, 17, 1]",12
"[2013, 44, 6, 18, 1]",14
"[2013, 44, 6, 19, 1]",8
"[2013, 44, 6, 20, 1]",10
"[2013, 44, 6, 21, 1]",2
"[2013, 44, 6, 22, 1]",7
"[2013, 44, 6, 23, 1]",3
"[2013, 45, 0, 0, 1]",4
"[2013, 45, 0, 1, 1]",6
"[2013, 45, 0, 2, 1]",0
"[2013, 45, 0, 3, 1]",0
"[2013, 45, 0, 4, 1]",2
"[2013, 45, 0, 5, 1]",0
"[2013, 45, 0, 6, 1]",0
"[2013, 45, 0, 7, 1]",4
"[2013, 45, 0, 8, 1]",6
"[2013, 45, 0, 9, 1]",2
"[2013, 45, 0, 10, 1]",4
"[2013, 45, 0, 11, 1]",6
"[2013, 45, 0, 12, 1]",12
"[2013, 45, 0, 13, 1]",22
"[2013, 45, 0, 14, 1]",9
"[2013, 45, 0, 15, 1]",6
"[2013, 45, 0, 16, 1]",19
"[2013, 45, 0, 17, 1]",7
"[2013, 45, 0, 18, 1]",11
"[2013, 45, 0, 19, 1]",9
"[2013, 45, 0, 20, 3]",9
"[2013, 45, 0, 21, 1]",15
"[2013, 45, 0, 22, 1]",3
"[2013, 45, 0, 23, 1]",5
"[2013, 45, 1, 0, 1]",1
"[2013, 45, 1, 1, 1]",0
"[2013, 45, 1, 2, 1]",0
"[2013, 45, 1, 3, 1]",0
"[2013, 45, 1, 4, 1]",0
"[2013, 45, 1, 5, 1]",4
"[2013, 45, 1, 6, 1]",11
"[2013, 45, 1, 7, 1]",49
"[2013, 45, 1, 8, 1]",106
"[2013, 45, 1, 9, 1]",43
"[2013, 45, 1, 10, 1]",15
"[2013, 45, 1, 11, 1]",12
"[2013, 45, 1, 12, 1]",13
"[2013, 45, 1, 13, 1]",23
"[2013, 45, 1, 14, 1]",22
"[2013, 45, 1, 15, 1]",25
"[2013, 45, 1, 16, 1]",33
"[2013, 45, 1, 17, 1]",91
"[2013, 45, 1, 18, 1]",133
"[2013, 45, 1, 19, 1]",67
"[2013, 45, 1, 20, 1]",45
"[2013, 45, 1, 21, 1]",16
"[2013, 45, 1, 22, 1]",6
"[2013, 45, 1, 23, 1]",4
"[2013, 45, 2, 0, 1]",3
"[2013, 45, 2, 1, 1]",5
"[2013, 45, 2, 2, 1]",0
"[2013, 45, 2, 3, 1]",0
"[2013, 45, 2, 4, 1]",0
"[2013, 45, 2, 5, 1]",5
"[2013, 45, 2, 6, 1]",5
"[2013, 45, 2, 7, 1]",10
"[2013, 45, 2, 8, 1]",68
"[2013, 45, 2, 9, 1]",49
"[2013, 45, 2, 10, 1]",15
"[2013, 45, 2, 11, 4]",12
"[2013, 45, 2, 12, 3]",11
"[2013, 45, 2, 13, 4]",19
"[2013, 45, 2, 14, 2]",11
"[2013, 45, 2, 15, 4]",21
"[2013, 45, 2, 16, 3]",16
"[2013, 45, 2, 17, 3]",108
"[2013, 45, 2, 18, 1]",126
"[2013, 45, 2, 19, 1]",49
"[2013, 45, 2, 20, 3]",32
"[2013, 45, 2, 21, 1]",6
"[2013, 45, 2, 22, 1]",10
"[2013, 45, 2, 23, 1]",1
"[2013, 45, 3, 0, 1]",3
"[2013, 45, 3, 1, 1]",3
"[2013, 45, 3, 2, 1]",0
"[2013, 45, 3, 3, 1]",0
"[2013, 45, 3, 4, 1]",0
"[2013, 45, 3, 5, 1]",4
"[2013, 45, 3, 6, 1]",32
"[2013, 45, 3, 7, 1]",62
"[2013, 45, 3, 8, 1]",101
"[2013, 45, 3, 9, 1]",55
"[2013, 45, 3, 10, 1]",24
"[2013, 45, 3, 11, 1]",11
"[2013, 45, 3, 12, 1]",16
"[2013, 45, 3, 13, 1]",22
"[2013, 45, 3, 14, 1]",8
"[2013, 45, 3, 15, 1]",18
"[2013, 45, 3, 16, 1]",11
"[2013, 45, 3, 17, 1]",51
"[2013, 45, 3, 18, 1]",88
"[2013, 45, 3, 19, 1]",43
"[2013, 45, 3, 20, 1]",37
"[2013, 45, 3, 21, 1]",20
"[2013, 45, 3, 22, 1]",26
"[2013, 45, 3, 23, 1]",1
"[2013, 45, 4, 0, 1]",4
"[2013, 45, 4, 1, 1]",0
"[2013, 45, 4, 2, 1]",0
"[2013, 45, 4, 3, 1]",0
"[2013, 45, 4, 4, 1]",0
"[2013, 45, 4, 5, 1]",6
"[2013, 45, 4, 6, 1]",27
"[2013, 45, 4, 7, 1]",52
"[2013, 45, 4, 8, 1]",88
"[2013, 45, 4, 9, 1]",50
"[2013, 45, 4, 10, 1]",23
"[2013, 45, 4, 11, 1]",27
"[2013, 45, 4, 12, 1]",20
"[2013, 45, 4, 13, 1]",19
"[2013, 45, 4, 14, 1]",16
"[2013, 45, 4, 15, 1]",23
"[2013, 45, 4, 16, 1]",22
"[2013, 45, 4, 17, 1]",55
"[2013, 45, 4, 18, 1]",101
"[2013, 45, 4, 19, 1]",74
"[2013, 45, 4, 20, 1]",42
"[2013, 45, 4, 21, 1]",15
"[2013, 45, 4, 22, 1]",10
"[2013, 45, 4, 23, 1]",6
"[2013, 45, 5, 0, 1]",2
"[2013, 45, 5, 1, 1]",0
"[2013, 45, 5, 2, 1]",0
"[2013, 45, 5, 3, 1]",0
"[2013, 45, 5, 4, 1]",0
"[2013, 45, 5, 5, 1]",0
"[2013, 45, 5, 6, 1]",13
"[2013, 45, 5, 7, 1]",77
"[2013, 45, 5, 8, 1]",90
"[2013, 45, 5, 9, 1]",54
"[2013, 45, 5, 10, 1]",28
"[2013, 45, 5, 11, 1]",22
"[2013, 45, 5, 12, 1]",23
"[2013, 45, 5, 13, 1]",17
"[2013, 45, 5, 14, 1]",10
"[2013, 45, 5, 15, 1]",23
"[2013, 45, 5, 16, 1]",38
"[2013, 45, 5, 17, 1]",92
"[2013, 45, 5, 18, 1]",92
"[2013, 45, 5, 19, 1]",75
"[2013, 45, 5, 20, 1]",25
"[2013, 45, 5, 21, 1]",23
"[2013, 45, 5, 22, 1]",10
"[2013, 45, 5, 23, 1]",6
"[2013, 45, 6, 0, 1]",0
"[2013, 45, 6, 1, 1]",3
"[2013, 45, 6, 2, 1]",3
"[2013, 45, 6, 3, 1]",0
"[2013, 45, 6, 4, 1]",0
"[2013, 45, 6, 5, 1]",0
"[2013, 45, 6, 6, 2]",2
"[2013, 45, 6, 7, 1]",2
"[2013, 45, 6, 8, 1]",5
"[2013, 45, 6, 9, 1]",4
"[2013, 45, 6, 10, 4]",5
"[2013, 45, 6, 11, 4]",8
"[2013, 45, 6, 12, 3]",16
"[2013, 45, 6, 13, 3]",18
"[2013, 45, 6, 14, 3]",27
"[2013, 45, 6, 15, 1]",28
"[2013, 45, 6, 16, 1]",25
"[2013, 45, 6, 17, 1]",27
"[2013, 45, 6, 18, 1]",20
"[2013, 45, 6, 19, 1]",10
"[2013, 45, 6, 20, 1]",5
"[2013, 45, 6, 21, 1]",0
"[2013, 45, 6, 22, 1]",1
"[2013, 45, 6, 23, 1]",12
"[2013, 46, 0, 0, 1]",7
"[2013, 46, 0, 1, 1]",4
"[2013, 46, 0, 2, 1]",0
"[2013, 46, 0, 3, 2]",0
"[2013, 46, 0, 4, 2]",0
"[2013, 46, 0, 5, 2]",0
"[2013, 46, 0, 6, 2]",0
"[2013, 46, 0, 7, 2]",2
"[2013, 46, 0, 8, 2]",5
"[2013, 46, 0, 9, 2]",9
"[2013, 46, 0, 10, 2]",12
"[2013, 46, 0, 11, 2]",5
"[2013, 46, 0, 12, 2]",11
"[2013, 46, 0, 13, 2]",16
"[2013, 46, 0, 14, 1]",17
"[2013, 46, 0, 15, 1]",14
"[2013, 46, 0, 16, 2]",13
"[2013, 46, 0, 17, 1]",12
"[2013, 46, 0, 18, 1]",6
"[2013, 46, 0, 19, 2]",4
"[2013, 46, 0, 20, 2]",9
"[2013, 46, 0, 21, 2]",7
"[2013, 46, 0, 22, 2]",6
"[2013, 46, 0, 23, 2]",3
"[2013, 46, 1, 0, 2]",3
"[2013, 46, 1, 1, 2]",0
"[2013, 46, 1, 2, 2]",0
"[2013, 46, 1, 3, 2]",0
"[2013, 46, 1, 4, 2]",0
"[2013, 46, 1, 5, 2]",2
"[2013, 46, 1, 6, 3]",23
"[2013, 46, 1, 7, 3]",54
"[2013, 46, 1, 8, 2]",87
"[2013, 46, 1, 9, 3]",86
"[2013, 46, 1, 10, 3]",40
"[2013, 46, 1, 11, 4]",18
"[2013, 46, 1, 12, 1]",12
"[2013, 46, 1, 13, 1]",20
"[2013, 46, 1, 14, 1]",20
"[2013, 46, 1, 15, 1]",30
"[2013, 46, 1, 16, 1]",27
"[2013, 46, 1, 17, 1]",77
"[2013, 46, 1, 18, 1]",153
"[2013, 46, 1, 19, 1]",104
"[2013, 46, 1, 20, 1]",19
"[2013, 46, 1, 21, 1]",19
"[2013, 46, 1, 22, 1]",6
"[2013, 46, 1, 23, 1]",1
"[2013, 46, 2, 0, 1]",3
"[2013, 46, 2, 1, 1]",1
"[2013, 46, 2, 2, 1]",3
"[2013, 46, 2, 3, 1]",1
"[2013, 46, 2, 4, 1]",0
"[2013, 46, 2, 5, 1]",7
"[2013, 46, 2, 6, 1]",27
"[2013, 46, 2, 7, 1]",63
"[2013, 46, 2, 8, 1]",123
"[2013, 46, 2, 9, 1]",51
"[2013, 46, 2, 10, 1]",35
"[2013, 46, 2, 11, 1]",15
"[2013, 46, 2, 12, 1]",11
"[2013, 46, 2, 13, 1]",17
"[2013, 46, 2, 14, 1]",21
"[2013, 46, 2, 15, 1]",19
"[2013, 46, 2, 16, 1]",27
"[2013, 46, 2, 17, 1]",75
"[2013, 46, 2, 18, 1]",105
"[2013, 46, 2, 19, 1]",92
"[2013, 46, 2, 20, 1]",28
"[2013, 46, 2, 21, 1]",14
"[2013, 46, 2, 22, 1]",8
"[2013, 46, 2, 23, 1]",0
"[2013, 46, 3, 0, 1]",2
"[2013, 46, 3, 1, 1]",0
"[2013, 46, 3, 2, 1]",0
"[2013, 46, 3, 3, 1]",2
"[2013, 46, 3, 4, 1]",0
"[2013, 46, 3, 5, 1]",3
"[2013, 46, 3, 6, 1]",20
"[2013, 46, 3, 7, 1]",52
"[2013, 46, 3, 8, 1]",69
"[2013, 46, 3, 9, 1]",57
"[2013, 46, 3, 10, 1]",24
"[2013, 46, 3, 11, 1]",15
"[2013, 46, 3, 12, 1]",22
"[2013, 46, 3, 13, 1]",14
"[2013, 46, 3, 14, 1]",8
"[2013, 46, 3, 15, 1]",21
"[2013, 46, 3, 16, 1]",13
"[2013, 46, 3, 17, 1]",61
"[2013, 46, 3, 18, 1]",96
"[2013, 46, 3, 19, 1]",81
"[2013, 46, 3, 20, 1]",49
"[2013, 46, 3, 21, 1]",24
"[2013, 46, 3, 22, 1]",9
"[2013, 46, 3, 23, 1]",7
"[2013, 46, 4, 0, 1]",3
"[2013, 46, 4, 1, 1]",0
"[2013, 46, 4, 2, 1]",1
"[2013, 46, 4, 3, 1]",0
"[2013, 46, 4, 4, 1]",0
"[2013, 46, 4, 5, 1]",1
"[2013, 46, 4, 6, 1]",23
"[2013, 46, 4, 7, 1]",62
"[2013, 46, 4, 8, 1]",124
"[2013, 46, 4, 9, 1]",80
"[2013, 46, 4, 10, 1]",13
"[2013, 46, 4, 11, 1]",13
"[2013, 46, 4, 12, 1]",20
"[2013, 46, 4, 13, 1]",14
"[2013, 46, 4, 14, 1]",15
"[2013, 46, 4, 15, 1]",10
"[2013, 46, 4, 16, 1]",36
"[2013, 46, 4, 17, 1]",68
"[2013, 46, 4, 18, 1]",97
"[2013, 46, 4, 19, 1]",94
"[2013, 46, 4, 20, 1]",49
"[2013, 46, 4, 21, 1]",14
"[2013, 46, 4, 22, 1]",15
"[2013, 46, 4, 23, 1]",3
"[2013, 46, 5, 0, 1]",4
"[2013, 46, 5, 1, 1]",0
"[2013, 46, 5, 2, 1]",0
"[2013, 46, 5, 3, 1]",0
"[2013, 46, 5, 4, 1]",0
"[2013, 46, 5, 5, 1]",9
"[2013, 46, 5, 6, 1]",20
"[2013, 46, 5, 7, 1]",42
"[2013, 46, 5, 8, 1]",64
"[2013, 46, 5, 9, 1]",65
"[2013, 46, 5, 10, 1]",10
"[2013, 46, 5, 11, 3]",9
"[2013, 46, 5, 12, 3]",9
"[2013, 46, 5, 13, 3]",12
"[2013, 46, 5, 14, 2]",43
"[2013, 46, 5, 15, 3]",42
"[2013, 46, 5, 16, 2]",44
"[2013, 46, 5, 17, 2]",83
"[2013, 46, 5, 18, 1]",118
"[2013, 46, 5, 19, 1]",81
"[2013, 46, 5, 20, 1]",16
"[2013, 46, 5, 21, 1]",8
"[2013, 46, 5, 22, 1]",13
"[2013, 46, 5, 23, 1]",9
"[2013, 46, 6, 0, 1]",8
"[2013, 46, 6, 1, 1]",2
"[2013, 46, 6, 2, 1]",1
"[2013, 46, 6, 3, 1]",1
"[2013, 46, 6, 4, 3]",2
"[2013, 46, 6, 5, 1]",2
"[2013, 46, 6, 6, 1]",11
"[2013, 46, 6, 7, 1]",7
"[2013, 46, 6, 8, 1]",6
"[2013, 46, 6, 9, 1]",2
"[2013, 46, 6, 10, 1]",6
"[2013, 46, 6, 11, 1]",4
"[2013, 46, 6, 12, 1]",14
"[2013, 46, 6, 13, 1]",4
"[2013, 46, 6, 14, 1]",11
"[2013, 46, 6, 15, 1]",15
"[2013, 46, 6, 16, 1]",15
"[2013, 46, 6, 17, 1]",11
"[2013, 46, 6, 18, 1]",16
"[2013, 46, 6, 19, 1]",3
"[2013, 46, 6, 20, 1]",5
"[2013, 46, 6, 21, 1]",2
"[2013, 46, 6, 22, 1]",1
"[2013, 46, 6, 23, 1]",9
"[2013, 47, 0, 0, 1]",0
"[2013, 47, 0, 1, 5]",0
"[2013, 47, 0, 2, 4]",0
"[2013, 47, 0, 3, 1]",0
"[2013, 47, 0, 4, 1]",0
"[2013, 47, 0, 5, 1]",0
"[2013, 47, 0, 6, 1]",0
"[2013, 47, 0, 7, 1]",2
"[2013, 47, 0, 8, 1]",4
"[2013, 47, 0, 9, 1]",2
"[2013, 47, 0, 10, 1]",0
"[2013, 47, 0, 11, 1]",3
"[2013, 47, 0, 12, 1]",6
"[2013, 47, 0, 13, 1]",13
"[2013, 47, 0, 14, 1]",12
"[2013, 47, 0, 15, 1]",2
"[2013, 47, 0, 16, 1]",9
"[2013, 47, 0, 17, 2]",7
"[2013, 47, 0, 18, 1]",4
"[2013, 47, 0, 19, 1]",6
"[2013, 47, 0, 20, 1]",0
"[2013, 47, 0, 21, 1]",2
"[2013, 47, 0, 22, 1]",0
"[2013, 47, 0, 23, 1]",0
"[2013, 47, 1, 0, 1]",0
"[2013, 47, 1, 1, 1]",0
"[2013, 47, 1, 2, 1]",0
"[2013, 47, 1, 3, 1]",0
"[2013, 47, 1, 4, 1]",0
"[2013, 47, 1, 5, 1]",8
"[2013, 47, 1, 6, 1]",15
"[2013, 47, 1, 7, 1]",53
"[2013, 47, 1, 8, 1]",84
"[2013, 47, 1, 9, 1]",40
"[2013, 47, 1, 10, 1]",20
"[2013, 47, 1, 11, 1]",4
"[2013, 47, 1, 12, 1]",3
"[2013, 47, 1, 13, 1]",6
"[2013, 47, 1, 14, 1]",11
"[2013, 47, 1, 15, 1]",15
"[2013, 47, 1, 16, 1]",20
"[2013, 47, 1, 17, 1]",51
"[2013, 47, 1, 18, 1]",69
"[2013, 47, 1, 19, 1]",43
"[2013, 47, 1, 20, 1]",31
"[2013, 47, 1, 21, 1]",15
"[2013, 47, 1, 22, 1]",7
"[2013, 47, 1, 23, 1]",6
"[2013, 47, 2, 0, 1]",2
"[2013, 47, 2, 1, 1]",2
"[2013, 47, 2, 2, 1]",0
"[2013, 47, 2, 3, 1]",0
"[2013, 47, 2, 4, 1]",0
"[2013, 47, 2, 5, 1]",3
"[2013, 47, 2, 6, 1]",22
"[2013, 47, 2, 7, 1]",52
"[2013, 47, 2, 8, 1]",110
"[2013, 47, 2, 9, 1]",40
"[2013, 47, 2, 10, 1]",19
"[2013, 47, 2, 11, 1]",15
"[2013, 47, 2, 12, 1]",11
"[2013, 47, 2, 13, 1]",13
"[2013, 47, 2, 14, 1]",8
"[2013, 47, 2, 15, 1]",3
"[2013, 47, 2, 16, 1]",4
"[2013, 47, 2, 17, 1]",10
"[2013, 47, 2, 18, 2]",24
"[2013, 47, 2, 19, 3]",11
"[2013, 47, 2, 20, 3]",3
"[2013, 47, 2, 21, 3]",7
"[2013, 47, 2, 22, 3]",5
"[2013, 47, 2, 23, 2]",0
"[2013, 47, 3, 0, 2]",2
