data,label
"[2016, 39, 3, 13, 1]",35
"[2016, 39, 3, 14, 1]",46
"[2016, 39, 3, 15, 1]",49
"[2016, 39, 3, 16, 1]",92
"[2016, 39, 3, 17, 1]",192
"[2016, 39, 3, 18, 1]",320
"[2016, 39, 3, 19, 1]",86
"[2016, 39, 3, 20, 2]",43
"[2016, 39, 3, 21, 2]",25
"[2016, 39, 3, 22, 2]",15
"[2016, 39, 3, 23, 3]",19
"[2016, 39, 4, 0, 3]",5
"[2016, 39, 4, 1, 3]",3
"[2016, 39, 4, 2, 3]",0
"[2016, 39, 4, 3, 3]",0
"[2016, 39, 4, 4, 3]",0
"[2016, 39, 4, 5, 3]",12
"[2016, 39, 4, 6, 3]",55
"[2016, 39, 4, 7, 3]",99
"[2016, 39, 4, 8, 3]",116
"[2016, 39, 4, 9, 2]",98
"[2016, 39, 4, 10, 3]",41
"[2016, 39, 4, 11, 3]",40
"[2016, 39, 4, 12, 3]",24
"[2016, 39, 4, 13, 3]",42
"[2016, 39, 4, 14, 3]",37
"[2016, 39, 4, 15, 2]",41
"[2016, 39, 4, 16, 2]",79
"[2016, 39, 4, 17, 2]",173
"[2016, 39, 4, 18, 2]",251
"[2016, 39, 4, 19, 2]",110
"[2016, 39, 4, 20, 2]",39
"[2016, 39, 4, 21, 2]",24
"[2016, 39, 4, 22, 3]",12
"[2016, 39, 4, 23, 2]",12
"[2016, 39, 5, 0, 2]",9
"[2016, 39, 5, 1, 3]",7
"[2016, 39, 5, 2, 2]",1
"[2016, 39, 5, 3, 3]",2
"[2016, 39, 5, 4, 3]",0
"[2016, 39, 5, 5, 3]",4
"[2016, 39, 5, 6, 3]",19
"[2016, 39, 5, 7, 2]",55
"[2016, 39, 5, 8, 3]",69
"[2016, 39, 5, 9, 3]",47
"[2016, 39, 5, 10, 3]",13
"[2016, 39, 5, 11, 4]",9
"[2016, 39, 5, 12, 3]",9
"[2016, 39, 5, 13, 4]",11
"[2016, 39, 5, 14, 3]",6
"[2016, 39, 5, 15, 4]",9
"[2016, 39, 5, 16, 4]",15
"[2016, 39, 5, 17, 4]",29
"[2016, 39, 5, 18, 4]",28
"[2016, 39, 5, 19, 4]",23
"[2016, 39, 5, 20, 3]",7
"[2016, 39, 5, 21, 3]",5
"[2016, 39, 5, 22, 3]",0
"[2016, 39, 5, 23, 3]",4
"[2016, 39, 6, 0, 3]",2
"[2016, 39, 6, 1, 3]",0
"[2016, 39, 6, 2, 3]",0
"[2016, 39, 6, 3, 3]",0
"[2016, 39, 6, 4, 3]",1
"[2016, 39, 6, 5, 3]",1
"[2016, 39, 6, 6, 3]",3
"[2016, 39, 6, 7, 3]",6
"[2016, 39, 6, 8, 3]",7
"[2016, 39, 6, 9, 3]",8
"[2016, 39, 6, 10, 3]",17
"[2016, 39, 6, 11, 3]",13
"[2016, 39, 6, 12, 3]",24
"[2016, 39, 6, 13, 3]",17
"[2016, 39, 6, 14, 3]",26
"[2016, 39, 6, 15, 3]",16
"[2016, 39, 6, 16, 3]",23
"[2016, 39, 6, 17, 3]",15
"[2016, 39, 6, 18, 3]",33
"[2016, 39, 6, 19, 3]",16
"[2016, 39, 6, 20, 2]",14
"[2016, 39, 6, 21, 2]",9
"[2016, 39, 6, 22, 2]",7
"[2016, 39, 6, 23, 2]",10
"[2016, 40, 0, 0, 3]",4
"[2016, 40, 0, 1, 2]",8
"[2016, 40, 0, 2, 3]",0
"[2016, 40, 0, 3, 3]",0
"[2016, 40, 0, 4, 3]",0
"[2016, 40, 0, 5, 3]",0
"[2016, 40, 0, 6, 3]",7
"[2016, 40, 0, 7, 3]",9
"[2016, 40, 0, 8, 3]",6
"[2016, 40, 0, 9, 3]",6
"[2016, 40, 0, 10, 3]",9
"[2016, 40, 0, 11, 3]",16
"[2016, 40, 0, 12, 3]",32
"[2016, 40, 0, 13, 3]",20
"[2016, 40, 0, 14, 3]",23
"[2016, 40, 0, 15, 3]",20
"[2016, 40, 0, 16, 3]",25
"[2016, 40, 0, 17, 3]",21
"[2016, 40, 0, 18, 3]",24
"[2016, 40, 0, 19, 3]",23
"[2016, 40, 0, 20, 2]",13
"[2016, 40, 0, 21, 3]",17
"[2016, 40, 0, 22, 2]",20
"[2016, 40, 0, 23, 2]",17
"[2016, 40, 1, 0, 2]",6
"[2016, 40, 1, 1, 2]",0
"[2016, 40, 1, 2, 1]",0
"[2016, 40, 1, 3, 1]",0
"[2016, 40, 1, 4, 1]",0
"[2016, 40, 1, 5, 2]",9
"[2016, 40, 1, 6, 2]",41
"[2016, 40, 1, 7, 3]",112
"[2016, 40, 1, 8, 2]",140
"[2016, 40, 1, 9, 2]",98
"[2016, 40, 1, 10, 2]",47
"[2016, 40, 1, 11, 1]",16
"[2016, 40, 1, 12, 1]",38
"[2016, 40, 1, 13, 1]",22
"[2016, 40, 1, 14, 1]",30
"[2016, 40, 1, 15, 1]",35
"[2016, 40, 1, 16, 1]",102
"[2016, 40, 1, 17, 1]",188
"[2016, 40, 1, 18, 1]",247
"[2016, 40, 1, 19, 1]",132
"[2016, 40, 1, 20, 1]",26
"[2016, 40, 1, 21, 1]",21
"[2016, 40, 1, 22, 1]",6
"[2016, 40, 1, 23, 3]",6
"[2016, 40, 2, 0, 3]",0
"[2016, 40, 2, 1, 3]",0
"[2016, 40, 2, 2, 1]",1
"[2016, 40, 2, 3, 1]",3
"[2016, 40, 2, 4, 1]",0
"[2016, 40, 2, 5, 2]",10
"[2016, 40, 2, 6, 2]",50
"[2016, 40, 2, 7, 3]",114
"[2016, 40, 2, 8, 4]",137
"[2016, 40, 2, 9, 4]",107
"[2016, 40, 2, 10, 4]",37
"[2016, 40, 2, 11, 3]",26
"[2016, 40, 2, 12, 3]",49
"[2016, 40, 2, 13, 3]",34
"[2016, 40, 2, 14, 4]",34
"[2016, 40, 2, 15, 2]",46
"[2016, 40, 2, 16, 2]",83
"[2016, 40, 2, 17, 1]",274
"[2016, 40, 2, 18, 1]",277
"[2016, 40, 2, 19, 1]",109
"[2016, 40, 2, 20, 2]",26
"[2016, 40, 2, 21, 2]",17
"[2016, 40, 2, 22, 2]",23
"[2016, 40, 2, 23, 2]",5
"[2016, 40, 3, 0, 2]",8
"[2016, 40, 3, 1, 2]",0
"[2016, 40, 3, 2, 1]",2
"[2016, 40, 3, 3, 1]",2
"[2016, 40, 3, 4, 1]",0
"[2016, 40, 3, 5, 1]",14
"[2016, 40, 3, 6, 1]",51
"[2016, 40, 3, 7, 1]",108
"[2016, 40, 3, 8, 1]",148
"[2016, 40, 3, 9, 1]",131
"[2016, 40, 3, 10, 1]",34
"[2016, 40, 3, 11, 1]",18
"[2016, 40, 3, 12, 1]",24
"[2016, 40, 3, 13, 1]",43
"[2016, 40, 3, 14, 1]",55
"[2016, 40, 3, 15, 1]",34
"[2016, 40, 3, 16, 1]",96
"[2016, 40, 3, 17, 1]",212
"[2016, 40, 3, 18, 1]",331
"[2016, 40, 3, 19, 1]",119
"[2016, 40, 3, 20, 1]",40
"[2016, 40, 3, 21, 1]",27
"[2016, 40, 3, 22, 1]",20
"[2016, 40, 3, 23, 1]",17
"[2016, 40, 4, 0, 1]",18
"[2016, 40, 4, 1, 1]",2
"[2016, 40, 4, 2, 1]",0
"[2016, 40, 4, 3, 1]",0
"[2016, 40, 4, 4, 1]",0
"[2016, 40, 4, 5, 1]",7
"[2016, 40, 4, 6, 1]",47
"[2016, 40, 4, 7, 1]",99
"[2016, 40, 4, 8, 1]",155
"[2016, 40, 4, 9, 1]",119
"[2016, 40, 4, 10, 1]",44
"[2016, 40, 4, 11, 1]",40
"[2016, 40, 4, 12, 1]",25
"[2016, 40, 4, 13, 1]",29
"[2016, 40, 4, 14, 1]",39
"[2016, 40, 4, 15, 1]",43
"[2016, 40, 4, 16, 1]",59
"[2016, 40, 4, 17, 1]",198
"[2016, 40, 4, 18, 1]",258
"[2016, 40, 4, 19, 1]",146
"[2016, 40, 4, 20, 1]",50
"[2016, 40, 4, 21, 1]",40
"[2016, 40, 4, 22, 1]",29
"[2016, 40, 4, 23, 1]",18
"[2016, 40, 5, 0, 1]",11
"[2016, 40, 5, 1, 1]",0
"[2016, 40, 5, 2, 1]",0
"[2016, 40, 5, 3, 1]",0
"[2016, 40, 5, 4, 1]",0
"[2016, 40, 5, 5, 1]",7
"[2016, 40, 5, 6, 1]",44
"[2016, 40, 5, 7, 1]",89
"[2016, 40, 5, 8, 1]",160
"[2016, 40, 5, 9, 1]",114
"[2016, 40, 5, 10, 1]",51
"[2016, 40, 5, 11, 1]",32
"[2016, 40, 5, 12, 1]",54
"[2016, 40, 5, 13, 1]",37
"[2016, 40, 5, 14, 1]",51
"[2016, 40, 5, 15, 1]",41
"[2016, 40, 5, 16, 1]",96
"[2016, 40, 5, 17, 1]",234
"[2016, 40, 5, 18, 1]",229
"[2016, 40, 5, 19, 1]",64
"[2016, 40, 5, 20, 1]",41
"[2016, 40, 5, 21, 1]",16
"[2016, 40, 5, 22, 1]",11
"[2016, 40, 5, 23, 1]",9
"[2016, 40, 6, 0, 1]",12
"[2016, 40, 6, 1, 1]",2
"[2016, 40, 6, 2, 1]",3
"[2016, 40, 6, 3, 1]",3
"[2016, 40, 6, 4, 1]",0
"[2016, 40, 6, 5, 1]",2
"[2016, 40, 6, 6, 1]",8
"[2016, 40, 6, 7, 1]",9
"[2016, 40, 6, 8, 2]",4
"[2016, 40, 6, 9, 2]",4
"[2016, 40, 6, 10, 2]",21
"[2016, 40, 6, 11, 2]",39
"[2016, 40, 6, 12, 2]",20
"[2016, 40, 6, 13, 2]",39
"[2016, 40, 6, 14, 2]",9
"[2016, 40, 6, 15, 2]",19
"[2016, 40, 6, 16, 2]",30
"[2016, 40, 6, 17, 2]",37
"[2016, 40, 6, 18, 2]",11
"[2016, 40, 6, 19, 2]",6
"[2016, 40, 6, 20, 2]",5
"[2016, 40, 6, 21, 2]",10
"[2016, 40, 6, 22, 2]",6
"[2016, 40, 6, 23, 3]",4
"[2016, 41, 0, 0, 3]",2
"[2016, 41, 0, 1, 3]",1
"[2016, 41, 0, 2, 3]",0
"[2016, 41, 0, 3, 3]",0
"[2016, 41, 0, 4, 3]",0
"[2016, 41, 0, 5, 2]",0
"[2016, 41, 0, 6, 2]",2
"[2016, 41, 0, 7, 2]",5
"[2016, 41, 0, 8, 3]",4
"[2016, 41, 0, 9, 3]",5
"[2016, 41, 0, 10, 3]",0
"[2016, 41, 0, 11, 3]",6
"[2016, 41, 0, 12, 3]",2
"[2016, 41, 0, 13, 3]",7
"[2016, 41, 0, 14, 3]",10
"[2016, 41, 0, 15, 3]",14
"[2016, 41, 0, 16, 3]",19
"[2016, 41, 0, 17, 2]",24
"[2016, 41, 0, 18, 2]",30
"[2016, 41, 0, 19, 2]",6
"[2016, 41, 0, 20, 2]",6
"[2016, 41, 0, 21, 2]",14
"[2016, 41, 0, 22, 2]",6
"[2016, 41, 0, 23, 1]",8
"[2016, 41, 1, 0, 1]",0
"[2016, 41, 1, 1, 1]",2
"[2016, 41, 1, 2, 1]",0
"[2016, 41, 1, 3, 1]",0
"[2016, 41, 1, 4, 1]",0
"[2016, 41, 1, 5, 1]",5
"[2016, 41, 1, 6, 1]",38
"[2016, 41, 1, 7, 1]",56
"[2016, 41, 1, 8, 1]",139
"[2016, 41, 1, 9, 1]",109
"[2016, 41, 1, 10, 1]",50
"[2016, 41, 1, 11, 1]",21
"[2016, 41, 1, 12, 1]",23
"[2016, 41, 1, 13, 1]",21
"[2016, 41, 1, 14, 1]",25
"[2016, 41, 1, 15, 1]",24
"[2016, 41, 1, 16, 1]",50
"[2016, 41, 1, 17, 1]",155
"[2016, 41, 1, 18, 1]",198
"[2016, 41, 1, 19, 1]",144
"[2016, 41, 1, 20, 1]",28
"[2016, 41, 1, 21, 1]",12
"[2016, 41, 1, 22, 1]",7
"[2016, 41, 1, 23, 1]",3
"[2016, 41, 2, 0, 1]",4
"[2016, 41, 2, 1, 1]",0
"[2016, 41, 2, 2, 1]",0
"[2016, 41, 2, 3, 1]",2
"[2016, 41, 2, 4, 1]",0
"[2016, 41, 2, 5, 1]",17
"[2016, 41, 2, 6, 1]",45
"[2016, 41, 2, 7, 1]",82
"[2016, 41, 2, 8, 1]",157
"[2016, 41, 2, 9, 1]",83
"[2016, 41, 2, 10, 1]",35
"[2016, 41, 2, 11, 1]",36
"[2016, 41, 2, 12, 1]",18
"[2016, 41, 2, 13, 1]",27
"[2016, 41, 2, 14, 1]",38
"[2016, 41, 2, 15, 1]",45
"[2016, 41, 2, 16, 1]",63
"[2016, 41, 2, 17, 1]",204
"[2016, 41, 2, 18, 1]",220
"[2016, 41, 2, 19, 1]",132
"[2016, 41, 2, 20, 1]",54
"[2016, 41, 2, 21, 1]",22
"[2016, 41, 2, 22, 1]",20
"[2016, 41, 2, 23, 1]",9
"[2016, 41, 3, 0, 1]",5
"[2016, 41, 3, 1, 1]",2
"[2016, 41, 3, 2, 1]",0
"[2016, 41, 3, 3, 1]",0
"[2016, 41, 3, 4, 1]",0
"[2016, 41, 3, 5, 1]",6
"[2016, 41, 3, 6, 1]",48
"[2016, 41, 3, 7, 1]",98
"[2016, 41, 3, 8, 1]",120
"[2016, 41, 3, 9, 1]",96
"[2016, 41, 3, 10, 1]",44
"[2016, 41, 3, 11, 1]",28
"[2016, 41, 3, 12, 1]",19
"[2016, 41, 3, 13, 1]",22
"[2016, 41, 3, 14, 1]",40
"[2016, 41, 3, 15, 1]",38
"[2016, 41, 3, 16, 1]",62
"[2016, 41, 3, 17, 1]",151
"[2016, 41, 3, 18, 1]",206
"[2016, 41, 3, 19, 1]",116
"[2016, 41, 3, 20, 1]",72
"[2016, 41, 3, 21, 1]",31
"[2016, 41, 3, 22, 1]",6
"[2016, 41, 3, 23, 1]",15
"[2016, 41, 4, 0, 1]",2
"[2016, 41, 4, 1, 1]",6
"[2016, 41, 4, 2, 1]",0
"[2016, 41, 4, 3, 1]",2
"[2016, 41, 4, 4, 1]",0
"[2016, 41, 4, 5, 1]",9
"[2016, 41, 4, 6, 1]",57
"[2016, 41, 4, 7, 1]",114
"[2016, 41, 4, 8, 1]",147
"[2016, 41, 4, 9, 1]",115
"[2016, 41, 4, 10, 1]",68
"[2016, 41, 4, 11, 2]",26
"[2016, 41, 4, 12, 2]",35
"[2016, 41, 4, 13, 2]",35
"[2016, 41, 4, 14, 1]",36
"[2016, 41, 4, 15, 1]",28
"[2016, 41, 4, 16, 1]",45
"[2016, 41, 4, 17, 2]",126
"[2016, 41, 4, 18, 2]",248
"[2016, 41, 4, 19, 2]",145
"[2016, 41, 4, 20, 1]",66
"[2016, 41, 4, 21, 1]",28
"[2016, 41, 4, 22, 1]",31
"[2016, 41, 4, 23, 1]",21
"[2016, 41, 5, 0, 1]",2
"[2016, 41, 5, 1, 1]",9
"[2016, 41, 5, 2, 1]",1
"[2016, 41, 5, 3, 1]",0
"[2016, 41, 5, 4, 1]",0
"[2016, 41, 5, 5, 1]",8
"[2016, 41, 5, 6, 1]",61
"[2016, 41, 5, 7, 1]",90
"[2016, 41, 5, 8, 1]",143
"[2016, 41, 5, 9, 1]",119
"[2016, 41, 5, 10, 1]",39
"[2016, 41, 5, 11, 1]",31
"[2016, 41, 5, 12, 1]",33
"[2016, 41, 5, 13, 1]",35
"[2016, 41, 5, 14, 1]",25
"[2016, 41, 5, 15, 1]",62
"[2016, 41, 5, 16, 1]",100
"[2016, 41, 5, 17, 1]",177
"[2016, 41, 5, 18, 1]",240
"[2016, 41, 5, 19, 1]",80
"[2016, 41, 5, 20, 1]",34
"[2016, 41, 5, 21, 1]",23
"[2016, 41, 5, 22, 1]",10
"[2016, 41, 5, 23, 1]",17
"[2016, 41, 6, 0, 1]",14
"[2016, 41, 6, 1, 1]",7
"[2016, 41, 6, 2, 1]",0
"[2016, 41, 6, 3, 1]",0
"[2016, 41, 6, 4, 1]",0
"[2016, 41, 6, 5, 1]",2
"[2016, 41, 6, 6, 1]",9
"[2016, 41, 6, 7, 1]",13
"[2016, 41, 6, 8, 1]",18
"[2016, 41, 6, 9, 1]",21
"[2016, 41, 6, 10, 1]",10
"[2016, 41, 6, 11, 1]",28
"[2016, 41, 6, 12, 1]",31
"[2016, 41, 6, 13, 1]",30
"[2016, 41, 6, 14, 1]",16
"[2016, 41, 6, 15, 1]",28
"[2016, 41, 6, 16, 1]",23
"[2016, 41, 6, 17, 1]",43
"[2016, 41, 6, 18, 1]",18
"[2016, 41, 6, 19, 1]",34
"[2016, 41, 6, 20, 1]",26
"[2016, 41, 6, 21, 1]",10
"[2016, 41, 6, 22, 1]",15
"[2016, 41, 6, 23, 1]",2
"[2016, 42, 0, 0, 1]",4
"[2016, 42, 0, 1, 1]",3
"[2016, 42, 0, 2, 1]",2
"[2016, 42, 0, 3, 1]",2
"[2016, 42, 0, 4, 1]",0
"[2016, 42, 0, 5, 1]",2
"[2016, 42, 0, 6, 1]",0
"[2016, 42, 0, 7, 1]",9
"[2016, 42, 0, 8, 1]",19
"[2016, 42, 0, 9, 1]",9
"[2016, 42, 0, 10, 1]",9
"[2016, 42, 0, 11, 1]",9
"[2016, 42, 0, 12, 1]",31
"[2016, 42, 0, 13, 1]",30
"[2016, 42, 0, 14, 1]",31
"[2016, 42, 0, 15, 1]",31
"[2016, 42, 0, 16, 1]",29
"[2016, 42, 0, 17, 1]",35
"[2016, 42, 0, 18, 1]",28
"[2016, 42, 0, 19, 1]",31
"[2016, 42, 0, 20, 1]",14
"[2016, 42, 0, 21, 1]",12
"[2016, 42, 0, 22, 1]",5
"[2016, 42, 0, 23, 1]",8
"[2016, 42, 1, 0, 1]",2
"[2016, 42, 1, 1, 1]",2
"[2016, 42, 1, 2, 2]",0
"[2016, 42, 1, 3, 2]",0
"[2016, 42, 1, 4, 2]",0
"[2016, 42, 1, 5, 1]",2
"[2016, 42, 1, 6, 1]",65
"[2016, 42, 1, 7, 1]",110
"[2016, 42, 1, 8, 1]",167
"[2016, 42, 1, 9, 1]",130
"[2016, 42, 1, 10, 1]",32
"[2016, 42, 1, 11, 1]",25
"[2016, 42, 1, 12, 1]",31
"[2016, 42, 1, 13, 1]",33
"[2016, 42, 1, 14, 1]",36
"[2016, 42, 1, 15, 1]",25
"[2016, 42, 1, 16, 1]",50
"[2016, 42, 1, 17, 1]",157
"[2016, 42, 1, 18, 1]",220
"[2016, 42, 1, 19, 1]",157
"[2016, 42, 1, 20, 1]",45
"[2016, 42, 1, 21, 1]",27
"[2016, 42, 1, 22, 1]",18
"[2016, 42, 1, 23, 1]",5
"[2016, 42, 2, 0, 1]",5
"[2016, 42, 2, 1, 1]",2
"[2016, 42, 2, 2, 1]",0
"[2016, 42, 2, 3, 1]",6
"[2016, 42, 2, 4, 1]",0
"[2016, 42, 2, 5, 1]",8
"[2016, 42, 2, 6, 1]",66
"[2016, 42, 2, 7, 1]",113
"[2016, 42, 2, 8, 1]",152
"[2016, 42, 2, 9, 1]",157
"[2016, 42, 2, 10, 1]",47
"[2016, 42, 2, 11, 1]",25
"[2016, 42, 2, 12, 1]",31
"[2016, 42, 2, 13, 1]",40
"[2016, 42, 2, 14, 1]",31
"[2016, 42, 2, 15, 1]",27
"[2016, 42, 2, 16, 1]",56
"[2016, 42, 2, 17, 1]",178
"[2016, 42, 2, 18, 1]",222
"[2016, 42, 2, 19, 1]",142
"[2016, 42, 2, 20, 1]",84
"[2016, 42, 2, 21, 1]",31
"[2016, 42, 2, 22, 1]",25
"[2016, 42, 2, 23, 1]",7
"[2016, 42, 3, 0, 1]",6
"[2016, 42, 3, 1, 1]",3
"[2016, 42, 3, 2, 1]",1
"[2016, 42, 3, 3, 1]",0
"[2016, 42, 3, 4, 1]",0
"[2016, 42, 3, 5, 1]",7
"[2016, 42, 3, 6, 1]",44
"[2016, 42, 3, 7, 1]",120
"[2016, 42, 3, 8, 1]",174
"[2016, 42, 3, 9, 1]",106
"[2016, 42, 3, 10, 1]",48
"[2016, 42, 3, 11, 1]",25
"[2016, 42, 3, 12, 1]",38
"[2016, 42, 3, 13, 1]",33
"[2016, 42, 3, 14, 1]",32
"[2016, 42, 3, 15, 2]",47
"[2016, 42, 3, 16, 2]",89
"[2016, 42, 3, 17, 1]",252
"[2016, 42, 3, 18, 1]",339
"[2016, 42, 3, 19, 1]",108
"[2016, 42, 3, 20, 2]",42
"[2016, 42, 3, 21, 2]",27
"[2016, 42, 3, 22, 2]",9
"[2016, 42, 3, 23, 2]",18
"[2016, 42, 4, 0, 2]",4
"[2016, 42, 4, 1, 2]",6
"[2016, 42, 4, 2, 1]",0
"[2016, 42, 4, 3, 1]",0
"[2016, 42, 4, 4, 1]",0
"[2016, 42, 4, 5, 2]",7
"[2016, 42, 4, 6, 2]",57
"[2016, 42, 4, 7, 2]",118
"[2016, 42, 4, 8, 2]",162
"[2016, 42, 4, 9, 2]",128
"[2016, 42, 4, 10, 2]",39
"[2016, 42, 4, 11, 1]",43
"[2016, 42, 4, 12, 1]",39
"[2016, 42, 4, 13, 1]",32
"[2016, 42, 4, 14, 2]",29
"[2016, 42, 4, 15, 1]",46
"[2016, 42, 4, 16, 1]",88
"[2016, 42, 4, 17, 1]",238
"[2016, 42, 4, 18, 1]",227
"[2016, 42, 4, 19, 1]",161
"[2016, 42, 4, 20, 2]",53
"[2016, 42, 4, 21, 2]",22
"[2016, 42, 4, 22, 2]",18
"[2016, 42, 4, 23, 3]",6
"[2016, 42, 5, 0, 3]",11
"[2016, 42, 5, 1, 3]",6
"[2016, 42, 5, 2, 3]",6
"[2016, 42, 5, 3, 3]",0
"[2016, 42, 5, 4, 3]",0
"[2016, 42, 5, 5, 3]",8
"[2016, 42, 5, 6, 3]",30
"[2016, 42, 5, 7, 3]",73
"[2016, 42, 5, 8, 2]",143
"[2016, 42, 5, 9, 2]",57
"[2016, 42, 5, 10, 2]",9
"[2016, 42, 5, 11, 3]",2
"[2016, 42, 5, 12, 3]",5
"[2016, 42, 5, 13, 3]",1
"[2016, 42, 5, 14, 3]",14
"[2016, 42, 5, 15, 4]",23
"[2016, 42, 5, 16, 4]",105
"[2016, 42, 5, 17, 3]",194
"[2016, 42, 5, 18, 3]",237
"[2016, 42, 5, 19, 3]",65
"[2016, 42, 5, 20, 3]",26
"[2016, 42, 5, 21, 3]",12
"[2016, 42, 5, 22, 3]",16
"[2016, 42, 5, 23, 3]",2
"[2016, 42, 6, 0, 3]",6
"[2016, 42, 6, 1, 3]",2
"[2016, 42, 6, 2, 3]",0
"[2016, 42, 6, 3, 3]",2
"[2016, 42, 6, 4, 3]",0
"[2016, 42, 6, 5, 3]",0
"[2016, 42, 6, 6, 3]",4
"[2016, 42, 6, 7, 3]",6
"[2016, 42, 6, 8, 3]",2
"[2016, 42, 6, 9, 3]",6
"[2016, 42, 6, 10, 3]",5
"[2016, 42, 6, 11, 4]",15
"[2016, 42, 6, 12, 4]",23
"[2016, 42, 6, 13, 4]",7
"[2016, 42, 6, 14, 3]",11
"[2016, 42, 6, 15, 3]",15
"[2016, 42, 6, 16, 3]",23
"[2016, 42, 6, 17, 3]",14
"[2016, 42, 6, 18, 3]",13
"[2016, 42, 6, 19, 3]",13
"[2016, 42, 6, 20, 3]",9
"[2016, 42, 6, 21, 3]",0
"[2016, 42, 6, 22, 3]",9
"[2016, 42, 6, 23, 3]",1
"[2016, 43, 0, 0, 3]",6
"[2016, 43, 0, 1, 3]",7
"[2016, 43, 0, 2, 1]",1
"[2016, 43, 0, 3, 1]",0
"[2016, 43, 0, 4, 1]",0
"[2016, 43, 0, 5, 1]",0
"[2016, 43, 0, 6, 1]",2
"[2016, 43, 0, 7, 1]",2
"[2016, 43, 0, 8, 1]",10
"[2016, 43, 0, 9, 1]",10
"[2016, 43, 0, 10, 1]",4
"[2016, 43, 0, 11, 1]",11
"[2016, 43, 0, 12, 1]",23
"[2016, 43, 0, 13, 1]",14
"[2016, 43, 0, 14, 1]",24
"[2016, 43, 0, 15, 1]",35
"[2016, 43, 0, 16, 1]",41
"[2016, 43, 0, 17, 1]",56
"[2016, 43, 0, 18, 1]",25
"[2016, 43, 0, 19, 1]",28
"[2016, 43, 0, 20, 1]",5
"[2016, 43, 0, 21, 1]",6
"[2016, 43, 0, 22, 1]",10
"[2016, 43, 0, 23, 1]",7
"[2016, 43, 1, 0, 1]",6
"[2016, 43, 1, 1, 1]",1
"[2016, 43, 1, 2, 1]",2
"[2016, 43, 1, 3, 1]",0
"[2016, 43, 1, 4, 1]",0
"[2016, 43, 1, 5, 1]",10
"[2016, 43, 1, 6, 1]",42
"[2016, 43, 1, 7, 1]",105
"[2016, 43, 1, 8, 4]",147
"[2016, 43, 1, 9, 4]",113
"[2016, 43, 1, 10, 4]",35
"[2016, 43, 1, 11, 3]",21
"[2016, 43, 1, 12, 3]",18
"[2016, 43, 1, 13, 3]",22
"[2016, 43, 1, 14, 1]",39
"[2016, 43, 1, 15, 1]",28
"[2016, 43, 1, 16, 1]",58
"[2016, 43, 1, 17, 1]",161
"[2016, 43, 1, 18, 1]",242
"[2016, 43, 1, 19, 1]",139
"[2016, 43, 1, 20, 1]",27
"[2016, 43, 1, 21, 1]",26
"[2016, 43, 1, 22, 1]",7
"[2016, 43, 1, 23, 1]",10
"[2016, 43, 2, 0, 1]",0
"[2016, 43, 2, 1, 1]",2
"[2016, 43, 2, 2, 1]",0
"[2016, 43, 2, 3, 1]",2
"[2016, 43, 2, 4, 1]",0
"[2016, 43, 2, 5, 1]",6
"[2016, 43, 2, 6, 1]",66
"[2016, 43, 2, 7, 1]",113
"[2016, 43, 2, 8, 1]",168
"[2016, 43, 2, 9, 1]",120
"[2016, 43, 2, 10, 1]",41
"[2016, 43, 2, 11, 1]",21
"[2016, 43, 2, 12, 1]",17
"[2016, 43, 2, 13, 1]",27
"[2016, 43, 2, 14, 1]",34
"[2016, 43, 2, 15, 1]",34
"[2016, 43, 2, 16, 1]",54
"[2016, 43, 2, 17, 1]",134
"[2016, 43, 2, 18, 1]",162
"[2016, 43, 2, 19, 1]",137
"[2016, 43, 2, 20, 1]",59
"[2016, 43, 2, 21, 1]",32
"[2016, 43, 2, 22, 1]",20
"[2016, 43, 2, 23, 1]",3
"[2016, 43, 3, 0, 1]",1
"[2016, 43, 3, 1, 1]",3
"[2016, 43, 3, 2, 1]",0
"[2016, 43, 3, 3, 1]",0
"[2016, 43, 3, 4, 1]",2
"[2016, 43, 3, 5, 1]",10
"[2016, 43, 3, 6, 1]",57
"[2016, 43, 3, 7, 1]",79
"[2016, 43, 3, 8, 1]",144
"[2016, 43, 3, 9, 1]",115
"[2016, 43, 3, 10, 1]",43
"[2016, 43, 3, 11, 1]",14
"[2016, 43, 3, 12, 1]",22
"[2016, 43, 3, 13, 1]",21
"[2016, 43, 3, 14, 1]",50
"[2016, 43, 3, 15, 1]",43
"[2016, 43, 3, 16, 1]",75
"[2016, 43, 3, 17, 1]",216
"[2016, 43, 3, 18, 1]",170
"[2016, 43, 3, 19, 1]",120
"[2016, 43, 3, 20, 1]",63
"[2016, 43, 3, 21, 1]",23
"[2016, 43, 3, 22, 1]",15
"[2016, 43, 3, 23, 1]",3
"[2016, 43, 4, 0, 1]",3
"[2016, 43, 4, 1, 1]",0
"[2016, 43, 4, 2, 1]",0
"[2016, 43, 4, 3, 1]",0
"[2016, 43, 4, 4, 1]",0
"[2016, 43, 4, 5, 2]",10
"[2016, 43, 4, 6, 2]",52
"[2016, 43, 4, 7, 2]",79
"[2016, 43, 4, 8, 2]",110
"[2016, 43, 4, 9, 2]",73
"[2016, 43, 4, 10, 2]",26
"[2016, 43, 4, 11, 2]",2
"[2016, 43, 4, 12, 2]",4
"[2016, 43, 4, 13, 2]",7
"[2016, 43, 4, 14, 3]",13
"[2016, 43, 4, 15, 3]",13
